exercise_id,name,gif_url,body_parts,target_muscles,secondary_muscles,equipments,instructions_clean,full_text,nb_steps,has_gif
5uFK1xr,Barbell Seated Overhead Triceps Extension,5uFK1xr.gif,upper arms,triceps,shoulders,barbell,"Sit on a bench with your back straight and feet flat on the ground. | Hold a barbell with an overhand grip, hands shoulder-width apart, and raise it overhead. | Lower the barbell behind your head by bending your elbows, keeping your upper arms close to your head. | Pause for a moment, then extend your arms to raise the barbell back to the starting position. | Repeat for the desired number of repetitions.","Exercice : Barbell Seated Overhead Triceps Extension
    Parties du corps : upper arms
    Muscles ciblés : triceps
    Muscles secondaires : shoulders
    Équipement : barbell
    Instructions : Sit on a bench with your back straight and feet flat on the ground. | Hold a barbell with an overhand grip, hands shoulder-width apart, and raise it overhead. | Lower the barbell behind your head by bending your elbows, keeping your upper arms close to your head. | Pause for a moment, then extend your arms to raise the barbell back to the starting position. | Repeat for the desired number of repetitions.",5,True
5v7KYld,Smith Incline Bench Press,5v7KYld.gif,chest,pectorals,"shoulders, triceps",smith machine,"Adjust the bench to a 30-45 degree incline. | Sit on the bench with your back flat against the pad and feet firmly on the ground. | Grasp the barbell with an overhand grip slightly wider than shoulder-width apart. | Unrack the barbell and lower it slowly towards your upper chest, keeping your elbows slightly tucked in. | Pause for a moment at the bottom, then push the barbell back up to the starting position, fully extending your arms. | Repeat for the desired number of repetitions.","Exercice : Smith Incline Bench Press
    Parties du corps : chest
    Muscles ciblés : pectorals
    Muscles secondaires : shoulders, triceps
    Équipement : smith machine
    Instructions : Adjust the bench to a 30-45 degree incline. | Sit on the bench with your back flat against the pad and feet firmly on the ground. | Grasp the barbell with an overhand grip slightly wider than shoulder-width apart. | Unrack the barbell and lower it slowly towards your upper chest, keeping your elbows slightly tucked in. | Pause for a moment at the bottom, then push the barbell back up to the starting position, fully extending your arms. | Repeat for the desired number of repetitions.",6,True
6bOA1Oi,Weighted Side Bend (On Stability Ball),6bOA1Oi.gif,waist,abs,"obliques, lower back",weighted,"Sit on a stability ball with your feet shoulder-width apart and flat on the ground. | Hold a weight in one hand and place your other hand on your hip. | Engage your core and slowly bend sideways towards the weighted side, keeping your back straight. | Pause for a moment at the bottom, then slowly return to the starting position. | Repeat for the desired number of repetitions, then switch sides.","Exercice : Weighted Side Bend (On Stability Ball)
    Parties du corps : waist
    Muscles ciblés : abs
    Muscles secondaires : obliques, lower back
    Équipement : weighted
    Instructions : Sit on a stability ball with your feet shoulder-width apart and flat on the ground. | Hold a weight in one hand and place your other hand on your hip. | Engage your core and slowly bend sideways towards the weighted side, keeping your back straight. | Pause for a moment at the bottom, then slowly return to the starting position. | Repeat for the desired number of repetitions, then switch sides.",5,True
6cKQC5E,Dumbbell One Arm Upright Row,6cKQC5E.gif,shoulders,delts,"traps, biceps",dumbbell,"Stand with your feet shoulder-width apart, holding a dumbbell in one hand with an overhand grip. | Let the dumbbell hang at arm's length in front of your thighs, with your palm facing your body. | Keeping your back straight and your core engaged, exhale and lift the dumbbell straight up towards your chin, leading with your elbow. | Pause for a moment at the top, then inhale and slowly lower the dumbbell back down to the starting position. | Repeat for the desired number of repetitions, then switch to the other arm.","Exercice : Dumbbell One Arm Upright Row
    Parties du corps : shoulders
    Muscles ciblés : delts
    Muscles secondaires : traps, biceps
    Équipement : dumbbell
    Instructions : Stand with your feet shoulder-width apart, holding a dumbbell in one hand with an overhand grip. | Let the dumbbell hang at arm's length in front of your thighs, with your palm facing your body. | Keeping your back straight and your core engaged, exhale and lift the dumbbell straight up towards your chin, leading with your elbow. | Pause for a moment at the top, then inhale and slowly lower the dumbbell back down to the starting position. | Repeat for the desired number of repetitions, then switch to the other arm.",5,True
6HiHHe0,Barbell Standing Rocking Leg Calf Raise,6HiHHe0.gif,lower legs,calves,"hamstrings, quadriceps",barbell,"Stand with your feet shoulder-width apart and hold a barbell across your upper back. | Raise your heels off the ground as high as possible, balancing on the balls of your feet. | Slowly lower your heels back down to the starting position. | Repeat for the desired number of repetitions.","Exercice : Barbell Standing Rocking Leg Calf Raise
    Parties du corps : lower legs
    Muscles ciblés : calves
    Muscles secondaires : hamstrings, quadriceps
    Équipement : barbell
    Instructions : Stand with your feet shoulder-width apart and hold a barbell across your upper back. | Raise your heels off the ground as high as possible, balancing on the balls of your feet. | Slowly lower your heels back down to the starting position. | Repeat for the desired number of repetitions.",4,True
6kSxYnw,Barbell Wrist Curl V. 2,6kSxYnw.gif,lower arms,forearms,"biceps, brachialis",barbell,"Sit on a bench with your feet flat on the ground and your knees bent. | Hold a barbell with an underhand grip, palms facing up, and your hands shoulder-width apart. | Rest your forearms on your thighs, allowing your wrists to hang off the edge. | Slowly curl your wrists upward, bringing the barbell towards your forearms. | Pause for a moment at the top, then slowly lower the barbell back down to the starting position. | Repeat for the desired number of repetitions.","Exercice : Barbell Wrist Curl V. 2
    Parties du corps : lower arms
    Muscles ciblés : forearms
    Muscles secondaires : biceps, brachialis
    Équipement : barbell
    Instructions : Sit on a bench with your feet flat on the ground and your knees bent. | Hold a barbell with an underhand grip, palms facing up, and your hands shoulder-width apart. | Rest your forearms on your thighs, allowing your wrists to hang off the edge. | Slowly curl your wrists upward, bringing the barbell towards your forearms. | Pause for a moment at the top, then slowly lower the barbell back down to the starting position. | Repeat for the desired number of repetitions.",6,True
6MfS53i,Dumbbell Lying Single Extension,6MfS53i.gif,upper arms,triceps,shoulders,dumbbell,"Lie flat on a bench with a dumbbell in one hand and your arm fully extended above your chest. | Lower the dumbbell in a controlled manner towards your forehead, keeping your upper arm stationary. | Pause briefly at the bottom of the movement, then extend your arm back to the starting position. | Repeat for the desired number of repetitions, then switch arms.","Exercice : Dumbbell Lying Single Extension
    Parties du corps : upper arms
    Muscles ciblés : triceps
    Muscles secondaires : shoulders
    Équipement : dumbbell
    Instructions : Lie flat on a bench with a dumbbell in one hand and your arm fully extended above your chest. | Lower the dumbbell in a controlled manner towards your forehead, keeping your upper arm stationary. | Pause briefly at the bottom of the movement, then extend your arm back to the starting position. | Repeat for the desired number of repetitions, then switch arms.",4,True
6sMAmNv,Dumbbell Reverse Spider Curl,6sMAmNv.gif,upper arms,biceps,forearms,dumbbell,"Stand up straight with a dumbbell in each hand, palms facing your body and arms fully extended. | Keeping your upper arms stationary, exhale and curl the weights while contracting your biceps. | Continue to raise the dumbbells until your biceps are fully contracted and the dumbbells are at shoulder level. | Hold the contracted position for a brief pause as you squeeze your biceps. | Inhale and slowly begin to lower the dumbbells back to the starting position. | Repeat for the desired number of repetitions.","Exercice : Dumbbell Reverse Spider Curl
    Parties du corps : upper arms
    Muscles ciblés : biceps
    Muscles secondaires : forearms
    Équipement : dumbbell
    Instructions : Stand up straight with a dumbbell in each hand, palms facing your body and arms fully extended. | Keeping your upper arms stationary, exhale and curl the weights while contracting your biceps. | Continue to raise the dumbbells until your biceps are fully contracted and the dumbbells are at shoulder level. | Hold the contracted position for a brief pause as you squeeze your biceps. | Inhale and slowly begin to lower the dumbbells back to the starting position. | Repeat for the desired number of repetitions.",6,True
6sYyrRX,Bent Knee Lying Twist (Male),6sYyrRX.gif,upper legs,glutes,"obliques, hip flexors",body weight,"Lie flat on your back with your knees bent and feet flat on the ground. | Extend your arms out to the sides, perpendicular to your body. | Keeping your knees together, slowly lower them to one side, aiming to touch the ground with your knees. | Pause for a moment, then engage your core and slowly lift your knees back to the starting position. | Repeat the movement to the other side. | Continue alternating sides for the desired number of repetitions.","Exercice : Bent Knee Lying Twist (Male)
    Parties du corps : upper legs
    Muscles ciblés : glutes
    Muscles secondaires : obliques, hip flexors
    Équipement : body weight
    Instructions : Lie flat on your back with your knees bent and feet flat on the ground. | Extend your arms out to the sides, perpendicular to your body. | Keeping your knees together, slowly lower them to one side, aiming to touch the ground with your knees. | Pause for a moment, then engage your core and slowly lift your knees back to the starting position. | Repeat the movement to the other side. | Continue alternating sides for the desired number of repetitions.",6,True
7F1DVzn,Lever Front Pulldown,7F1DVzn.gif,back,lats,"biceps, rhomboids, rear deltoids",leverage machine,"Adjust the seat height and position yourself on the machine with your knees under the pads and your feet flat on the ground. | Grasp the handles with an overhand grip, slightly wider than shoulder-width apart. | Sit upright with your chest lifted and your shoulders back, maintaining a slight arch in your lower back. | Engage your lats and pull the handles down towards your chest, squeezing your shoulder blades together. | Pause for a moment at the bottom of the movement, then slowly release the handles back to the starting position. | Repeat for the desired number of repetitions.","Exercice : Lever Front Pulldown
    Parties du corps : back
    Muscles ciblés : lats
    Muscles secondaires : biceps, rhomboids, rear deltoids
    Équipement : leverage machine
    Instructions : Adjust the seat height and position yourself on the machine with your knees under the pads and your feet flat on the ground. | Grasp the handles with an overhand grip, slightly wider than shoulder-width apart. | Sit upright with your chest lifted and your shoulders back, maintaining a slight arch in your lower back. | Engage your lats and pull the handles down towards your chest, squeezing your shoulder blades together. | Pause for a moment at the bottom of the movement, then slowly release the handles back to the starting position. | Repeat for the desired number of repetitions.",6,True
7I6LNUG,Lever Seated Row,7I6LNUG.gif,back,upper back,"biceps, forearms",leverage machine,"Adjust the seat height and footrests to a comfortable position. | Sit on the machine with your chest against the pad and your feet on the footrests. | Grasp the handles with an overhand grip, shoulder-width apart. | Keep your back straight and your core engaged. | Pull the handles towards your body, squeezing your shoulder blades together. | Pause for a moment at the peak of the movement. | Slowly release the handles and return to the starting position. | Repeat for the desired number of repetitions.","Exercice : Lever Seated Row
    Parties du corps : back
    Muscles ciblés : upper back
    Muscles secondaires : biceps, forearms
    Équipement : leverage machine
    Instructions : Adjust the seat height and footrests to a comfortable position. | Sit on the machine with your chest against the pad and your feet on the footrests. | Grasp the handles with an overhand grip, shoulder-width apart. | Keep your back straight and your core engaged. | Pull the handles towards your body, squeezing your shoulder blades together. | Pause for a moment at the peak of the movement. | Slowly release the handles and return to the starting position. | Repeat for the desired number of repetitions.",8,True
7inpWch,Dumbbell Standing Concentration Curl,7inpWch.gif,upper arms,biceps,forearms,dumbbell,"Stand with your feet shoulder-width apart and hold a dumbbell in one hand, with your arm fully extended and palm facing inwards. | Place your opposite hand on your thigh for support. | Keeping your upper arm stationary, exhale and curl the dumbbell towards your shoulder by contracting your biceps. | Continue to raise the dumbbell until your biceps are fully contracted and the dumbbell is at shoulder level. | Hold the contracted position for a brief pause as you squeeze your biceps. | Inhale and slowly lower the dumbbell back to the starting position. | Repeat for the desired number of repetitions, then switch arms.","Exercice : Dumbbell Standing Concentration Curl
    Parties du corps : upper arms
    Muscles ciblés : biceps
    Muscles secondaires : forearms
    Équipement : dumbbell
    Instructions : Stand with your feet shoulder-width apart and hold a dumbbell in one hand, with your arm fully extended and palm facing inwards. | Place your opposite hand on your thigh for support. | Keeping your upper arm stationary, exhale and curl the dumbbell towards your shoulder by contracting your biceps. | Continue to raise the dumbbell until your biceps are fully contracted and the dumbbell is at shoulder level. | Hold the contracted position for a brief pause as you squeeze your biceps. | Inhale and slowly lower the dumbbell back to the starting position. | Repeat for the desired number of repetitions, then switch arms.",7,True
7saC5zz,Cable Decline Fly,7saC5zz.gif,chest,pectorals,"shoulders, triceps",cable,"Adjust the cable machine to a decline position. | Stand facing away from the machine with your feet shoulder-width apart. | Hold the handles with your palms facing forward and your arms extended straight out in front of you. | Keeping a slight bend in your elbows, open your arms out to the sides in a controlled motion. | Pause for a moment at the fully extended position, then slowly return to the starting position. | Repeat for the desired number of repetitions.","Exercice : Cable Decline Fly
    Parties du corps : chest
    Muscles ciblés : pectorals
    Muscles secondaires : shoulders, triceps
    Équipement : cable
    Instructions : Adjust the cable machine to a decline position. | Stand facing away from the machine with your feet shoulder-width apart. | Hold the handles with your palms facing forward and your arms extended straight out in front of you. | Keeping a slight bend in your elbows, open your arms out to the sides in a controlled motion. | Pause for a moment at the fully extended position, then slowly return to the starting position. | Repeat for the desired number of repetitions.",6,True
7zdxRTl,Smith Leg Press,7zdxRTl.gif,upper legs,glutes,"quadriceps, hamstrings, calves",smith machine,"Adjust the seat and footplate of the smith machine to a comfortable position. | Sit on the machine with your back against the backrest and your feet shoulder-width apart on the footplate. | Grasp the handles or sides of the machine for stability. | Push the footplate away from you by extending your legs, keeping your back against the backrest. | Pause for a moment at the fully extended position. | Slowly bend your knees and lower the footplate back towards you, returning to the starting position. | Repeat for the desired number of repetitions.","Exercice : Smith Leg Press
    Parties du corps : upper legs
    Muscles ciblés : glutes
    Muscles secondaires : quadriceps, hamstrings, calves
    Équipement : smith machine
    Instructions : Adjust the seat and footplate of the smith machine to a comfortable position. | Sit on the machine with your back against the backrest and your feet shoulder-width apart on the footplate. | Grasp the handles or sides of the machine for stability. | Push the footplate away from you by extending your legs, keeping your back against the backrest. | Pause for a moment at the fully extended position. | Slowly bend your knees and lower the footplate back towards you, returning to the starting position. | Repeat for the desired number of repetitions.",7,True
8eqjhOl,Dumbbell Palms In Incline Bench Press,8eqjhOl.gif,upper arms,triceps,"chest, shoulders",dumbbell,"Set up an incline bench at a 45-degree angle. | Sit on the bench with your back against the backrest and feet flat on the ground. | Hold a dumbbell in each hand with an overhand grip, palms facing inwards. | Extend your arms straight up above your chest, keeping a slight bend in your elbows. | Lower the dumbbells slowly towards your shoulders, keeping your elbows close to your body. | Pause for a moment at the bottom, then press the dumbbells back up to the starting position. | Repeat for the desired number of repetitions.","Exercice : Dumbbell Palms In Incline Bench Press
    Parties du corps : upper arms
    Muscles ciblés : triceps
    Muscles secondaires : chest, shoulders
    Équipement : dumbbell
    Instructions : Set up an incline bench at a 45-degree angle. | Sit on the bench with your back against the backrest and feet flat on the ground. | Hold a dumbbell in each hand with an overhand grip, palms facing inwards. | Extend your arms straight up above your chest, keeping a slight bend in your elbows. | Lower the dumbbells slowly towards your shoulders, keeping your elbows close to your body. | Pause for a moment at the bottom, then press the dumbbells back up to the starting position. | Repeat for the desired number of repetitions.",7,True
8K0w2yA,Assisted Hanging Knee Raise With Throw Down,8K0w2yA.gif,waist,abs,"hip flexors, lower back",assisted,"Hang from a pull-up bar with your arms fully extended and your palms facing away from you. | Engage your core and lift your knees towards your chest, keeping your legs together. | Once your knees are at chest level, explosively throw your legs down towards the ground, extending them fully. | Allow your legs to swing back up and repeat the movement for the desired number of repetitions.","Exercice : Assisted Hanging Knee Raise With Throw Down
    Parties du corps : waist
    Muscles ciblés : abs
    Muscles secondaires : hip flexors, lower back
    Équipement : assisted
    Instructions : Hang from a pull-up bar with your arms fully extended and your palms facing away from you. | Engage your core and lift your knees towards your chest, keeping your legs together. | Once your knees are at chest level, explosively throw your legs down towards the ground, extending them fully. | Allow your legs to swing back up and repeat the movement for the desired number of repetitions.",4,True
8oYqOt9,Cable Seated Curl,8oYqOt9.gif,upper arms,biceps,forearms,cable,"Sit on a cable machine with your feet flat on the ground and your back straight. | Grasp the cable attachment with an underhand grip, palms facing up, and your arms fully extended. | Keeping your upper arms stationary, exhale and curl the cable attachment towards your shoulders, contracting your biceps. | Pause for a moment at the top of the movement, squeezing your biceps. | Inhale and slowly lower the cable attachment back to the starting position, fully extending your arms. | Repeat for the desired number of repetitions.","Exercice : Cable Seated Curl
    Parties du corps : upper arms
    Muscles ciblés : biceps
    Muscles secondaires : forearms
    Équipement : cable
    Instructions : Sit on a cable machine with your feet flat on the ground and your back straight. | Grasp the cable attachment with an underhand grip, palms facing up, and your arms fully extended. | Keeping your upper arms stationary, exhale and curl the cable attachment towards your shoulders, contracting your biceps. | Pause for a moment at the top of the movement, squeezing your biceps. | Inhale and slowly lower the cable attachment back to the starting position, fully extending your arms. | Repeat for the desired number of repetitions.",6,True
8ozhUIZ,Barbell Standing Calf Raise,8ozhUIZ.gif,lower legs,calves,"hamstrings, glutes",barbell,"Stand with your feet shoulder-width apart and place a barbell across your upper back. | Raise your heels off the ground as high as possible, using only your toes. | Pause for a moment at the top, then slowly lower your heels back down to the starting position. | Repeat for the desired number of repetitions.","Exercice : Barbell Standing Calf Raise
    Parties du corps : lower legs
    Muscles ciblés : calves
    Muscles secondaires : hamstrings, glutes
    Équipement : barbell
    Instructions : Stand with your feet shoulder-width apart and place a barbell across your upper back. | Raise your heels off the ground as high as possible, using only your toes. | Pause for a moment at the top, then slowly lower your heels back down to the starting position. | Repeat for the desired number of repetitions.",4,True
8urJS9b,Weighted Hyperextension (On Stability Ball),8urJS9b.gif,back,spine,"glutes, hamstrings",weighted,"Position yourself face down on a stability ball with your hips resting on the ball and your feet against a wall for stability. | Place your hands behind your head or cross them over your chest. | Engage your core and slowly lift your upper body off the ball, extending your back until your body forms a straight line. | Pause for a moment at the top, then slowly lower your upper body back down to the starting position. | Repeat for the desired number of repetitions.","Exercice : Weighted Hyperextension (On Stability Ball)
    Parties du corps : back
    Muscles ciblés : spine
    Muscles secondaires : glutes, hamstrings
    Équipement : weighted
    Instructions : Position yourself face down on a stability ball with your hips resting on the ball and your feet against a wall for stability. | Place your hands behind your head or cross them over your chest. | Engage your core and slowly lift your upper body off the ball, extending your back until your body forms a straight line. | Pause for a moment at the top, then slowly lower your upper body back down to the starting position. | Repeat for the desired number of repetitions.",5,True
8xUv4J7,Cable Seated Crunch,8xUv4J7.gif,waist,abs,obliques,cable,"Sit on a cable machine with your feet flat on the ground and your knees bent. | Hold the cable handle with both hands and position it behind your head. | Engage your abs and slowly curl your upper body forward, bringing your chest towards your knees. | Pause for a moment at the top, then slowly return to the starting position. | Repeat for the desired number of repetitions.","Exercice : Cable Seated Crunch
    Parties du corps : waist
    Muscles ciblés : abs
    Muscles secondaires : obliques
    Équipement : cable
    Instructions : Sit on a cable machine with your feet flat on the ground and your knees bent. | Hold the cable handle with both hands and position it behind your head. | Engage your abs and slowly curl your upper body forward, bringing your chest towards your knees. | Pause for a moment at the top, then slowly return to the starting position. | Repeat for the desired number of repetitions.",5,True
